tiktok_video_id,content_link,video_title,publish_day,publish_month,publish_year,duration,likes,shares,comments_added,views,saves,sound_used,post_type,,,,,,
tkvid_300,https:::www.tiktok.com:@thesugarcaneph:video:7347293968754838790?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,stream niyo na yan sha sa Spotify 😣,17,3,2024,0:00:15,1714,18,18,75000,93,Original,Video,,,,,,
tkvid_301,https:::www.tiktok.com:@thesugarcaneph:video:7347674745082629382?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,STREAM “MARIA CLARA” ON SPOTIFY 💃🏽,18,3,2024,0:00:41,4359,69,44,135300,298,Maria Clara,Video,,,,,,
tkvid_302,https:::www.tiktok.com:@thesugarcaneph:video:7348029789569158406?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,POV: ikaw ang pinakamagandang dalaga,19,3,2024,0:00:42,1365,8,29,69300,87,Maria Clara,Video,,,,,,
tkvid_303,https:::www.tiktok.com:@thesugarcaneph:video:7348783319334636805?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Pag nilabas ba namin to bukas, March 22 ng 10PM, papanoorin nyo? 🤭",21,3,2024,0:00:17,1548,37,54,72600,95,Maria Clara,Video,,,,,,
tkvid_304,https:::www.tiktok.com:@thesugarcaneph:video:7349191441458957573?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"“𝐌𝐀𝐑𝐈𝐀 𝐂𝐋𝐀𝐑𝐀” 𝐌𝐔𝐒𝐈𝐂 𝐕𝐈𝐃𝐄𝐎, 𝐎𝐔𝐓 𝐍𝐎𝐖 𝐎𝐍 𝐘𝐎𝐔𝐓𝐔𝐁𝐄! 💃🏽 Napanood niyo na bang lahat? Comment down below kung anong favorite part mo sa MV! 🤩",22,3,2024,0:00:14,1607,30,20,73400,101,Maria Clara,Video,,,,,,
tkvid_305,https:::www.tiktok.com:@thesugarcaneph:video:7349535179918101766?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Forever na raw kayo pag ni-remake niyo 'to 🤭,23,3,2024,0:00:14,1937,41,65,68400,115,Maria Clara,Video,,,,,,
tkvid_306,https:::www.tiktok.com:@thesugarcaneph:video:7349888982781660422?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pano kung may chance pa pala?,24,3,2024,0:00:51,27800,271,118,283000,2874,Maria Clara,Video,,,,,,
tkvid_307,https:::www.tiktok.com:@thesugarcaneph:video:7350255878295047430?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,kaya nyo ba 'to? 😝🕺💃,25,3,2024,0:00:47,1708,29,39,16100,111,Maria Clara,Video,,,,,,
tkvid_308,https:::www.tiktok.com:@thesugarcaneph:video:7350626972923481349?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,MARIA CLARA LIVE ON WISH 107.5,26,3,2024,0:01:19,29100,344,69,170800,1133,Maria Clara,VIdeo,,,,,,
tkvid_309,https:::www.tiktok.com:@thesugarcaneph:video:7350914336572853510?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,MARIA CLARA OUT NOW ON SPOTIFY,27,3,2024,0:00:38,234,8,9,4301,22,Maria Clara,Video,,,,,,
tkvid_310,https:::www.tiktok.com:@thesugarcaneph:video:7350994175862508806?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Ang dating tamis ng pagsasama, nahanap na 🥰",27,3,2024,0:01:13,30700,493,77,210100,3123,Maria Clara,Video,,,,,,
tkvid_311,https:::www.tiktok.com:@thesugarcaneph:video:7351364194773601542?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,MARIA CLARA LIVE ON WISH 107.5 | PART 2,28,3,2024,0:00:57,462,13,14,6831,41,Maria Clara,Video,,,,,,
tkvid_312,https:::www.tiktok.com:@thesugarcaneph:video:7352873752549510405?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""MARIA CLARA"" OUT NOW ON SPOTIFY!",1,4,2024,0:01:45,3098,66,71,71800,205,Maria Clara,VIdeo,,,,,,
tkvid_313,https:::www.tiktok.com:@thesugarcaneph:video:7353311364351397125?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Nagulat kayo noh,3,4,2024,0:00:35,716,7,19,8149,43,Maria Clara,Video,,,,,,
tkvid_314,https:::www.tiktok.com:@thesugarcaneph:video:7354336881737223430?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Ito na ang chords ng ""Maria Clara"" 🤩",5,4,2024,0:00:29,742,19,20,13600,118,Maria Clara,Video,,,,,,
tkvid_315,https:::www.tiktok.com:@thesugarcaneph:video:7354714195042045190?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Maria Clara (Flute Playthrough) Full video on Youtube,6,4,2024,0:00:51,392,3,9,8465,48,Maria Clara,Video,,,,,,
tkvid_316,https:::www.tiktok.com:@thesugarcaneph:video:7355102761303903494?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Maria Clara (Bass Playthrough),7,4,2024,0:00:58,455,9,25,6908,37,Maria Clara,Video,,,,,,
tkvid_317,https:::www.tiktok.com:@thesugarcaneph:video:7355449813413956870?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Maria Clara (Lead Guitar Playthrough),8,4,2024,0:00:57,627,8,11,8528,60,Maria Clara,Video,,,,,,
tkvid_318,https:::www.tiktok.com:@thesugarcaneph:video:7355821679936851205?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,in game nanaman sila,9,4,2024,0:00:52,1218,18,33,9383,88,Maria Clara,Video,,,,,,
tkvid_319,https:::www.tiktok.com:@thesugarcaneph:video:7356564701251161350?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,👉🥹👈,11,4,2024,0:00:59,356,3,14,4945,23,Maria Clara,VIdeo,,,,,,
tkvid_320,https:::www.tiktok.com:@thesugarcaneph:video:7356947740322008326?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Ikaw lamang ang hiling makasama 🥰,12,4,2024,0:00:40,2005,32,30,186000,159,Maria Clara,Video,,,,,,
tkvid_321,https:::www.tiktok.com:@thesugarcaneph:video:7357317519524318469?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Maria Clara Music Video BTS Full video on our Youtube channel,13,4,2024,0:00:56,592,3,16,7711,47,Maria Clara,Video,,,,,,
tkvid_322,https:::www.tiktok.com:@thesugarcaneph:video:7358075307368189190?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Sarap siguro makantahan ng kanta na to bago matulog 🥺,15,4,2024,0:00:41,549,8,23,7689,47,Original,Video,,,,,,
tkvid_323,https:::www.tiktok.com:@thesugarcaneph:video:7360645000281017606?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Damhin mo ang pag-ibig kong sa'yo 🥹,22,4,2024,0:00:48,1293,32,56,17800,101,Maria Clara,Video,,,,,,
tkvid_324,https:::www.tiktok.com:@thesugarcaneph:video:7369926838409317638?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Tabi! Kakanta si @JIKA⭒ 💅,17,5,2024,0:00:43,607,10,20,6841,24,Original,Video,,,,,,
tkvid_325,https:::www.tiktok.com:@thesugarcaneph:photo:7372231275144350982?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Aking Maria Clara ft. Jikamarie, OUT NOW! Aking Maria Clara ft. @JIKA * A heartfelt track that talks about the bliss of having your loved one beside you, Through poetic lyrics and a blend of lo-fi and R&B sounds, the song offers a fresh perspective on admiration and appreciation. With its intimate melodies and soulful vibe, it captivates listerners, leaving a lasting impression of love and affection.",24,5,2024,0:00:00,847,8,31,7161,45,Maria Clara,Pictures,,,,,,
tkvid_326,https:::www.tiktok.com:@thesugarcaneph:video:7372476288315002117?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Bigyan ng bagong kanta yan! 🫵,24,5,2024,0:00:26,724,7,20,7020,33,Aking Maria Clara (feat.jikamarie),Video,,,,,,
tkvid_327,https:::www.tiktok.com:@thesugarcaneph:video:7372781329588440325?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Aking Maria Clara"" ft. Jikamarie is out now on Spotify!",25,5,2024,0:00:19,799,9,15,9152,53,Aking Maria Clara (feat.jikamarie),Video,,,,,,
tkvid_328,https:::www.tiktok.com:@thesugarcaneph:video:7372898827474308357?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pang thirst trap na maLOFIt Aking Maria Clara ft. @JIKA⭒,25,5,2024,0:01:24,875,23,32,23100,41,Aking Maria Clara (feat.jikamarie),Video,,,,,,
tkvid_329,https:::www.tiktok.com:@thesugarcaneph:video:7372977101932186896?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"How we came up with the collaboration with @jikamariefor ""Aking Maria Clara"". Stream link on bio!",26,5,2024,0:02:08,1520,15,20,15500,52,Original,Video,,,,,,
tkvid_330,https:::www.tiktok.com:@thesugarcaneph:video:7373628691743558918?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,ah basta... ikaw lamang ang hiling na makasama 🫵🥺 with @JIKA⭒ ✨,27,5,2024,0:00:58,550,11,8,6045,37,Aking Maria Clara (feat.jikamarie),Video,,,,,,
tkvid_331,https:::www.tiktok.com:@thesugarcaneph:video:7374379604959563013?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,bagong song para sa lahat ng naggagandahang kababaihan 😗,29,5,2024,0:00:54,842,11,31,8538,58,Aking Maria Clara (feat.jikamarie),Video,,,,,,
tkvid_332,https:::www.tiktok.com:@thesugarcaneph:video:7375837188916907269?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Natutulog eh! Stream Aking Maria Clara ✨,2,6,2024,0:00:51,604,10,19,9105,26,Aking Maria Clara (feat.jikamarie),Video,,,,,,
tkvid_333,https:::www.tiktok.com:@thesugarcaneph:video:7388825117033254165?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,feelslikeimfallinginlove - coldplay (cover),7,7,2024,0:00:49,444,11,17,4899,21,Original,VIdeo,,,,,,
tkvid_334,https:::www.tiktok.com:@thesugarcaneph:video:7393303134669507847?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,07:26:24 Pre-save link in bio! sugarcane.lnk.to:presavepagbigyan 🪢 ,19,7,2024,0:00:39,453,11,21,3909,25,Original,Video,,,,,,
tkvid_335,https:::www.tiktok.com:@thesugarcaneph:photo:7395608539957316882?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Pagbigyan"" out now!",26,7,2024,0:00:00,493,6,18,4446,23,Pagbigyan,Pictures,,,,,,
tkvid_336,https:::www.tiktok.com:@thesugarcaneph:video:7395888726125088008?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Pagbigyan ft. Carl, Carlo, and Carlito",26,7,2024,0:00:34,6379,183,55,24000,183,Pagbigyan,Video,,,,,,
tkvid_337,https:::www.tiktok.com:@thesugarcaneph:video:7396275726959398152?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Pagbigyan (Music Video), now available on Youtube",27,7,2024,0:00:36,312,6,13,2888,23,Pagbigyan,Video,,,,,,
tkvid_338,https:::www.tiktok.com:@thesugarcaneph:video:7396625671033802002?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kanta tungkol sa pagmamahal na uunahin ang sarili 🪢,28,7,2024,0:01:14,6243,317,154,34800,425,Original,Video,,,,,,
tkvid_339,https:::www.tiktok.com:@thesugarcaneph:video:7397366109764160776?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Welcome to the new era, folks! Stream link in bio 🪢",30,7,2024,0:01:01,446,20,31,4370,28,Pagbigyan,Video,,,,,,
tkvid_340,https:::www.tiktok.com:@thesugarcaneph:video:7397739298080017672?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Pasasalamatan ka ng future self mo, kapag pinagbigyan mo na sarili mong lumigaya 🥲",31,7,2024,0:01:19,166,24,13,2101,9,Pagbigyan,Video,,,,,,
tkvid_341,https:::www.tiktok.com:@thesugarcaneph:video:7398118021094444296?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,hope this song brings you comfort no matter what you’re going through,1,8,2024,0:00:32,4904,256,82,35600,319,Pagbigyan,Video,,,,,,
tkvid_342,https:::www.tiktok.com:@thesugarcaneph:video:7399617126861917458?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Talikuran na natin ang nakaraan 🥹,5,8,2024,0:00:29,590,108,17,6702,36,Pagbigyan,Video,,,,,,
tkvid_343,https:::www.tiktok.com:@thesugarcaneph:video:7401088523094232338?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Tag your BFFs ❤️,9,8,2024,0:00:32,326,14,15,3253,26,Pagbigyan,Video,,,,,,
tkvid_344,https:::www.tiktok.com:@thesugarcaneph:video:7401414597623680263?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,It's not always easy but that's life 🫂,10,8,2024,0:00:32,6065,251,87,33000,353,Pagbigyan,Video,,,,,,
tkvid_345,https:::www.tiktok.com:@thesugarcaneph:video:7401781775942339848?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Minsan kasi dalawa nga kayo pero feeling mo pa rin mag-isa ka :(,11,8,2024,0:00:32,342,4,15,3007,21,Pagbigyan,Video,,,,,,
tkvid_346,https:::www.tiktok.com:@thesugarcaneph:video:7402590983956761863?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,We heard your comments 🫡Kaya pagbibigyan namin kayo 🪢,13,8,2024,0:00:58,230,4,17,2815,14,Pagbigyan,Video,,,,,,
tkvid_347,https:::www.tiktok.com:@thesugarcaneph:video:7403309317115383047?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Pagbibigyan nang mag workout?! 🤸‍♂️ Pahirap nang pahirap ang dares ahh, pero okay lang malakas kayo samin e 😮‍💨",15,8,2024,0:00:59,310,9,9,3198,15,Pagbigyan,Video,,,,,,
tkvid_348,https:::www.tiktok.com:@thesugarcaneph:video:7403681331185503508?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,𝐈𝐭 𝐦𝐢𝐠𝐡𝐭 𝐛𝐞 𝐭𝐢𝐦𝐞 𝐭𝐨 𝐭𝐞𝐥𝐥 𝐲𝐨𝐮𝐫 𝐥𝐨𝐯𝐞𝐝 𝐨𝐧𝐞𝐬 𝐡𝐨𝐰 𝐦𝐮𝐜𝐡 𝐭𝐡𝐞𝐲 𝐦𝐞𝐚𝐧 𝐭𝐨 𝐲𝐨𝐮.. 💬💌,16,8,2024,0:00:59,253,2,9,3291,9,Original,VIdeo,,,,,,
tkvid_349,https:::www.tiktok.com:@thesugarcaneph:video:7404790096152497416?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,𝐑𝐞𝐝 𝐘𝐚𝐫𝐧 𝐘𝐚𝐫𝐧? 🪢 Pa-lupet nang pa-lupet dares nyo ha?! Buti nalang wala kaming inaatrasan 😮‍💨,19,8,2024,0:00:59,300,1,13,3610,12,Pagbigyan,Video,,,,,,
tkvid_350,https:::www.tiktok.com:@thesugarcaneph:video:7405528116921224466?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Sige lang 🥹,21,8,2024,0:00:32,19700,6464,312,127300,1206,Pagbigyan,Video,,,,,,
tkvid_351,https:::www.tiktok.com:@thesugarcaneph:video:7407375726422396167?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Hindi mo na maaayos to 💔,26,8,2024,0:00:32,842,137,20,8317,37,Pagbigyan,Video,,,,,,
tkvid_352,https:::www.tiktok.com:@thesugarcaneph:video:7408130090673999122?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,PAGBIG-GIAN??!!,28,8,2024,0:00:42,388,25,14,6087,36,Pagbigyan,Video,,,,,,
tkvid_353,https:::www.tiktok.com:@thesugarcaneph:video:7410733643963944210?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Online muna habang maulan... next time sa tapat naman ng bahay nyo 🤩🤝,4,9,2024,0:00:59,236,4,17,3859,11,Pagbigyan,Video,,,,,,
tkvid_354,https:::www.tiktok.com:@thesugarcaneph:video:7412496675140308242?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,TATALIKURAN,9,9,2024,0:00:28,610,27,19,7822,47,Pagbigyan,Video,,,,,,
tkvid_355,https:::www.tiktok.com:@thesugarcaneph:video:7412583796249283848?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Need rant buddy? Kwento niyo lang sa comment section ang mga""sana pinili ko nalang sarili ko"" moments nyo tapos pag-usapan natin yan 🥹🫂",9,9,2024,0:00:38,442,17,46,5198,23,Original,Video,,,,,,
tkvid_356,https:::www.tiktok.com:@thesugarcaneph:video:7421747829523090706?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Live performance of ""Pagbigyan"" on Wish Bus",4,10,2024,0:01:05,528,9,11,4708,23,Original,Video,,,,,,
tkvid_357,https:::www.tiktok.com:@thesugarcaneph:video:7423442829394955538?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,napakinggan mo na ba??,9,10,2024,0:00:38,805,24,34,5292,46,Pagbigyan,Video,,,,,,
tkvid_358,https:::www.tiktok.com:@thesugarcaneph:video:7424134407834864904?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,We’ll be live tomorrow on @NestlePH's TikTok account at 3:30PM. See you all there! ☕️,10,10,2024,0:21,50,4,1,1214,4,Original,Video,,,,,,
tkvid_359,https:::www.tiktok.com:@thesugarcaneph:video:7424501834963881224?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"IVOS was really an inspiration for us as a band, especially when we were starting palang. Kaya we wanted to congratulate them for “Come Inside of My Heart”, surpassing 200M streams on Spotify!! ❤️‍🔥",10,11,2024,0:01:07,2025,83,29,18900,198,Original,Video,,,,,,
tkvid_360,https:::www.tiktok.com:@thesugarcaneph:video:7424519814380621064?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Drop na ba namin para sa mga backburner dyan? 🫢,11,10,2024,0:00:53,3302,224,134,27700,239,Original,Video,,,,,,
tkvid_361,https:::www.tiktok.com:@thesugarcaneph:video:7426396726321351954?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Hulang sulyap mo manlang sana,16,10,2024,0:00:17,107,12,10,2102,12,Original,Video,,,,,,
tkvid_362,https:::www.tiktok.com:@thesugarcaneph:video:7426699017721023752?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Nang tuluyang makalaya naaaaaaaaaa,17,10,2024,0:00:20,5054,184,64,41800,600,Lagi Na Lang,Video,,,,,,
tkvid_363,https:::www.tiktok.com:@thesugarcaneph:video:7426718675685608712?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Habang nagbabasa ng libro, napasenti si bro",17,10,2024,0:01:04,620,33,37,5014,53,Original,Video,,,,,,
tkvid_364,https:::www.tiktok.com:@thesugarcaneph:photo:7427043306548333832?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,GRABE TALAGA MGA ANGELA,18,10,2024,0:00:00,447,39,23,10200,16,Lagi Na Lang,Photos,,,,,,
tkvid_365,https:::www.tiktok.com:@thesugarcaneph:photo:7427092280701439250?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,ANO AKO 7:11 ???,18,10,2024,0:00:00,315,12,18,3414,14,Lagi Na Lang,Photos,,,,,,
tkvid_366,https:::www.tiktok.com:@thesugarcaneph:video:7427363868634025224?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Hirap naman ng ganito,19,10,2024,0:00:17,1906,260,48,14600,114,Lagi Na Lang,Video,,,,,,
tkvid_367,https:::www.tiktok.com:@thesugarcaneph:video:7427452053309443344?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Magrereply pa kaya to guys?,19,10,2024,0:00:17,635,20,29,6220,29,Lagi Na Lang,Video,,,,,,
tkvid_368,https:::www.tiktok.com:@thesugarcaneph:video:7427698299274136840?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kahit onting pansin lang sa efforts sana,20,10,2024,0:00:17,272,21,13,2725,13,Original,Video,,,,,,
tkvid_369,https:::www.tiktok.com:@thesugarcaneph:video:7427741721196301575?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Baka oras na para magpaalam sa pinagsamahan,20,10,2024,0:01:22,514,7,18,4134,29,Original,Video,,,,,,
tkvid_370,https:::www.tiktok.com:@thesugarcaneph:video:7427796907763813639?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Hala siya si delulu nanaman…,20,10,2024,0:00:10,1534,91,22,15300,79,Lagi Na Lang,Video,,,,,,
tkvid_371,https:::www.tiktok.com:@thesugarcaneph:video:7428073772164467975?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,at least hindi ako useless,21,10,2024,0:00:17,436,30,20,3927,16,Lagi Na Lang,Video,,,,,,
tkvid_372,https:::www.tiktok.com:@thesugarcaneph:video:7428214892865391880?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Ano 'tong tumutulo? ah luha ko lang pala,21,10,2024,0:00:41,1326,260,34,10300,108,Original,Video,,,,,,
tkvid_373,https:::www.tiktok.com:@thesugarcaneph:video:7428444624680684818?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Haha okay lang naman,22,10,2024,0:00:15,2360,161,33,16900,188,Lagi Na Lang,Video,,,,,,
tkvid_374,https:::www.tiktok.com:@thesugarcaneph:video:7428495382742584583?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,BTS snippets from our Pagbigyan MV 🪢,22,10,2024,0:00:59,212,2,4,2138,14,Pagbigyan,Video,,,,,,
tkvid_375,https:::www.tiktok.com:@thesugarcaneph:video:7428536722767580423?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Papalitan mo na battery mo 😤,22,10,2024,0:00:17,273,21,13,3315,20,Lagi Na Lang,Video,,,,,,
tkvid_376,https:::www.tiktok.com:@thesugarcaneph:video:7428865300818414864?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,washing machine siguro ako sa past life ko,23,10,2024,0:00:17,238,5,11,2835,7,Lagi Na Lang,Video,,,,,,
tkvid_377,https:::www.tiktok.com:@thesugarcaneph:video:7428923710423223560?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Huling sulyap mo manlang beh pantanggal angas lang 😎,23,10,2024,0:00:20,1513,48,36,14700,136,Lagi Na Lang,Video,,,,,,
tkvid_378,https:::www.tiktok.com:@thesugarcaneph:photo:7431913828960472328?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Happyhalloween, mga ghinost",31,10,2024,0:00:00,744,12,24,5494,30,Lagi Na Lang,Photos,,,,,,
tkvid_379,https:::www.tiktok.com:@thesugarcaneph:video:7432187965012479240?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Replying to @Mav Babalikan ka raw niya pag na pre-save mo na new single namin 🤭 Link in bio!,1,11,2024,0:00:28,430,10,23,3908,21,Original,Video,,,,,,
tkvid_380,https:::www.tiktok.com:@thesugarcaneph:video:7432653009600990472?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Lagi Na Lang"" drops next Friday, November 8, at 12AM! Presave now through the link in our bio!",2,11,2024,0:00:18,400,18,25,3181,22,Original,Video,,,,,,
tkvid_381,https:::www.tiktok.com:@thesugarcaneph:video:7432927183418641671?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Bakit lagi syang nakangiti pag tumatawag shopee 😭,3,11,2024,0:00:17,1146,561,40,43400,44,Lagi Na Lang,Video,,,,,,
tkvid_382,https:::www.tiktok.com:@thesugarcaneph:video:7432990663450447112?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Todo porma pa ko iiwan mo lang din pala ako,3,11,2024,0:00:18,346,5,15,3464,14,Original,Video,,,,,,
tkvid_383,https:::www.tiktok.com:@thesugarcaneph:video:7433315885240159505?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,send pa nang send ng tiktok habang nasa cr eh,4,11,2024,0:00:17,197,8,2,2403,11,Lagi Na Lang,Video,,,,,,
tkvid_384,https:::www.tiktok.com:@thesugarcaneph:video:7433354687308401928?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Self-love ka naman muna, dok",4,11,2024,0:00:17,3153,1066,126,43400,281,Lagi Na Lang,Video,,,,,,
tkvid_385,https:::www.tiktok.com:@thesugarcaneph:video:7433630781773286663?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"sa ngalan ni leonora, kakayanin ko to ✊",5,11,2024,0:00:37,422,2,17,7260,16,Leonora,Video,,,,,,
tkvid_386,https:::www.tiktok.com:@thesugarcaneph:video:7433675399986498823?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Suko na po ako boss,5,11,2024,0:00:18,68400,36700,255,435000,4071,Lagi Na Lang,Video,,,,,,
tkvid_387,https:::www.tiktok.com:@thesugarcaneph:video:7434069604743318791?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Pang 30th playlist ko na to para sa kanya, ano ba kami 🥴? Pre-save link in bio!!",6,11,2024,0:00:16,2746,314,35,22800,167,Lagi Na Lang,Video,,,,,,
tkvid_388,https:::www.tiktok.com:@thesugarcaneph:video:7434109965847072021?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,lactose into-you pa naman ako 😡 pre-save “lagi na lang” through the link in our bio ❤️‍🔥,6,11,2024,0:00:17,328,29,7,4645,18,Lagi Na Lang,Video,,,,,,
tkvid_389,https:::www.tiktok.com:@thesugarcaneph:video:7434155236085828885?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Song has been stuck in our heads that we decided to make a video ourselves! 😜💥 Stream “APT” on Spotify,6,11,2024,0:00:12,490,15,10,5310,24,APT. - ROSE,Video,,,,,,
tkvid_390,https:::www.tiktok.com:@thesugarcaneph:video:7434487009940393223?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"As we count down to the release of our latest single, “Lagi Na Lang,” coming out at midnight tonight, enjoy this one final treat for our previous single, “Pagbigyan” featuring Gian Bernardino from Cup of Joe – LIVE! ⏳ Just 6 hours to go! Presave through the link in our bio",7,11,2024,0:00:16,13100,817,101,65300,950,Original,Video,,,,,,
tkvid_391,https:::www.tiktok.com:@thesugarcaneph:photo:7434576760609541384?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Lagi Na Lang Out Now!!! Para sa lahat ng Lagi Na Lang natin sa buhay Super grateful for everyone who helped make this track! Matagal na namin gusto i-share sainyo to :)),8,11,2024,0:00:00,613,9,18,4355,31,Lagi Na Lang,Photos,,,,,,
tkvid_392,https:::www.tiktok.com:@thesugarcaneph:video:7434736948134071559?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,doremifasilaginalang,8,11,2024,0:00:36,369,8,14,4186,18,Lagi Na Lang,Video,,,,,,
tkvid_393,https:::www.tiktok.com:@thesugarcaneph:photo:7434797827873705224?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"We got nominatedon AWIT AWARDS Appreciate the support, see you around folks!",8,11,2024,0:00:00,1234,12,19,9509,67,Leonora,Photos,,,,,,
tkvid_394,https:::www.tiktok.com:@thesugarcaneph:video:7434844909863062792?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pano kung may OPM song na inspired ng Fireflies by Owl City,8,11,2024,0:01:08,2216,79,61,19900,206,Lagi Na Lang,Video,,,,,,
tkvid_395,https:::www.tiktok.com:@thesugarcaneph:video:7435125097448426760?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Huhu bye guys see you ulit next year 😔,9,11,2024,0:00:07,551,62,13,7777,15,Lagi Na Lang,Video,,,,,,
tkvid_396,https:::www.tiktok.com:@thesugarcaneph:video:7435229240724966674?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Lagi Na Lang"" OUT NOW!! link in bio!",9,11,2024,0:00:25,439,14,15,3785,20,Lagi Na Lang,Video,,,,,,
