Post ID,Page ID,Page name,Title,Description,Duration sec,Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption Photo Click,Link Clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Negative feedback from users: Hide all
1124287562391580.00,100044310645639.00,SUGARCANE,"Ilang taon narin ang siyang nagdaan,
Nangangapa parin kung san nagkulang...",,0,11/8/2024 22:06,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02RuqPpZwXArNtwf8epF2uyJVURvHVzMnV9ZX5cFsi1oiScDhzB1MqY4GtynFZxESGl,0,0,Text,,,,,Lifetime,20131,10433,627,556,26,45,606,606,,,,,,
1123594135794260.00,100044310645639.00,SUGARCANE,"We got nominated on AWIT AWARDS 😭

Appreciate the support, see you around folks! 🧎🏻‍♀️",,0,11/7/2024 22:58,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0aQGGvPJNnPu5KhuWPkjecTSdJ9tnQjQAMymLXB7edVLWg7Aeumf65YWgxw7j55eWl,0,0,Photos,,,,,Lifetime,5335,2900,235,203,13,19,250,110,140,,,,,
1123494589137550.00,100044310645639.00,SUGARCANE,Lagi Na Lang (Official Lyric Visualizer),"Watch ""Lagi Na Lang"" (Official Lyric Visualizer) here: youtu.be/Ej63qEIRnpU

Brought to you by Ten Thirty Two Lab

Production Team:
• Director: Karlo Calingao x Louis Anthony Duran
• Creative Directors: Iana Cris Forbes & Louis Anthony Duran
• Executive Producer: Iana Cris Forbes
• Director of Photography & Camera Operator: Karlo Calingao
• Photographer: Louis Anthony Duran
• Production Manager: Angelu Jane Santiago-Lagazo
• Gaffer & Camera Operator: Garren Bustarde
• Editor & Colorist: Alanshii M. Ante
• Animators: Iana Cris Forbes, Louis Anthony Duran, Karlo Calingao, Garren Bustarde, Alanshii M. Ante
• Production Design: Angelu Santiago-Lagazo
• Wardrobe & Styling: Ranque Mark
• Hairstylist: Rudolf Davilos
• Makeup: Dorothy Mamalio
• Production Assistants: Jaybert Oliman Rima, Salvador Harold, Lorenzo Markus Bolaños
• Location Manager: Markus Bolaños

Special Thanks to Billy Bolanos, Maricel Lorenzo Bolanos, and their family for their warm hospitality.

Overall Direction by Rem Brofar",22,11/7/2024 19:28,N/A,https://www.facebook.com/thesugarcaneph/videos/557470216878713/,0,0,Videos,,,,,Lifetime,10614,9605,635,521,20,94,250,237,,13,46471.688,5.104,0.07,
1123179749169030.00,100044310645639.00,SUGARCANE,"‘𝐋𝐚𝐠𝐢 𝐍𝐚 𝐋𝐚𝐧𝐠’ 𝐨𝐮𝐭 𝐧𝐨𝐰 𝐨𝐧 𝐚𝐥𝐥 𝐝𝐢𝐠𝐢𝐭𝐚𝐥 𝐩𝐥𝐚𝐭𝐟𝐨𝐫𝐦𝐬 🪢 
Stream here: sugarcane.lnk.to/laginalang",,0,11/7/2024 8:10,N/A,https://www.facebook.com/photo.php?fbid=1123179749169036&set=a.228682271952126&type=3,0,0,Photos,,,,,Lifetime,1016,509,241,209,9,23,11,7,4,,,,,
1123178815835790.00,100044310645639.00,SUGARCANE,"‘𝐋𝐚𝐠𝐢 𝐍𝐚 𝐋𝐚𝐧𝐠’ 𝐨𝐮𝐭 𝐧𝐨𝐰 𝐨𝐧 𝐚𝐥𝐥 𝐝𝐢𝐠𝐢𝐭𝐚𝐥 𝐩𝐥𝐚𝐭𝐟𝐨𝐫𝐦𝐬 🪢 
Stream here: sugarcane.lnk.to/laginalang",,0,11/7/2024 8:08,N/A,https://www.facebook.com/photo.php?fbid=1123178815835796&set=a.228682278618792&type=3,0,0,Photos,,,,,Lifetime,31356,18765,2038,1849,79,110,1114,660,421,33,,,,
1123178429169160.00,100044310645639.00,SUGARCANE,"‘𝐋𝐚𝐠𝐢 𝐍𝐚 𝐋𝐚𝐧𝐠’ 𝐨𝐮𝐭 𝐧𝐨𝐰 𝐨𝐧 𝐚𝐥𝐥 𝐝𝐢𝐠𝐢𝐭𝐚𝐥 𝐩𝐥𝐚𝐭𝐟𝐨𝐫𝐦𝐬 🪢 

sugarcane.lnk.to/laginalang

Composed by: Carl Guerzon, Froilan Bautista, Luis Beato, Cedric Angeles
Produced by: Brian Lotho, Xerxes Bakker 
Mixed by: Jay Dufour
Mastered by: João Carvalho

Warner Music Philippines 
Sarah Ismail
Kelley Mangahas 
Rem Brofar 
Celine Ferros",,0,11/7/2024 8:07,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0Gv2gpD5R1pxJ3xvuFnsymdAM56HwNmz16oUVNjvjbhFwtq8MNfvUuT2psHfoo1qWl,0,0,Photos,,,,,Lifetime,26082,12207,1007,845,50,112,702,530,154,18,,,,
1122975632522780.00,100044310645639.00,SUGARCANE,"As we count down to the release of our latest single, “Lagi Na Lang,” coming out at midnight tonight, enjoy this one final treat for our previous single, “Pagbigyan” featuring Gian Bernardino from Cup of Joe – LIVE!

⏳ Just 6 hours to go!

Presave the song here
https://sugarcane.lnk.to/presavelaginalang","As we count down to the release of our latest single, “Lagi Na Lang,” coming out at midnight tonight, enjoy this one final treat for our previous single, “Pagbigyan” featuring Gian Bernardino from Cup of Joe – LIVE!

⏳ Just 6 hours to go!

Presave the song here
https://sugarcane.lnk.to/presavelaginalang",77,11/7/2024 2:05,mixed,https://www.facebook.com/reel/572054542073688/,1,0,Reels,,,,,Lifetime,13332,9905,721,601,14,106,0,,,,108779.895,8.916,0,
1122931942527150.00,100044310645639.00,SUGARCANE,"Back to back gigs tomorrow, folks‼️

1️⃣ School of Saint Anthony Lagro, Quezon City
SSA Student Government

We’ll be sharing the stage with Over October! 

🎟️: 500 php, walk-ins are allowed 

2️⃣ Dinalan Coffee

Stripped sessions with 
*   12th Street 
*   Dave Sison

Friendly reminders:
-   Door opens at 5:30pm
-   Floor seats and standing only
-   No parking available
-   Door Fee
*   350 php for Early birds (limited slots only)
*   450 php for Regular / Walk ins

🎟️: Dm Angel (@wruangel_ ) on instagram for inquiries and ticket reservations

PS. Isa kayo sa mga unang makakarinig live ng i-rerelease namin mamayang 12AM na single kapag pumunta kayo bukas. See you around! ❤️‍🔥",,0,11/7/2024 0:27,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02YVk244cHqbJKvyeiWTdAbE1n5rH8dUt3e5TLvCzHiDenuVUarhV4ttCKKabSm7VGl,0,0,Photos,,,,,Lifetime,10746,4417,312,273,8,31,590,303,287,,,,,
1122380995915570.00,100044310645639.00,SUGARCANE,"Song has been stuck in our heads that we decided to make a video ourselves! 😜💥

Stream “APT”: tinyurl.com/APTBrunoMars

@warnermusicph","Song has been stuck in our heads that we decided to make a video ourselves! 😜💥

Stream “APT”: tinyurl.com/APTBrunoMars

@warnermusicph",13,11/6/2024 4:36,N/A,https://www.facebook.com/reel/874465828232779/,1,0,Reels,,,,,Lifetime,22884,16269,636,586,20,30,0,,,,127986.896,7.378,0,
1122300889256920.00,100044310645639.00,SUGARCANE,"Self-love ka naman muna, dok 

Pre-save the song here
sugarcane.lnk.to/presavelaginalang","Self-love ka naman muna, dok 

Pre-save the song here
sugarcane.lnk.to/presavelaginalang",18,11/6/2024 2:00,N/A,https://www.facebook.com/reel/1264264918062162/,1,0,Reels,,,,,Lifetime,84640,77032,3459,2848,145,466,0,,,,484728.202,6.314,0,
1121605509326460.00,100044310645639.00,SUGARCANE,"Haha okay lang naman 🙂👍

Presave the song here
https://sugarcane.lnk.to/presavelaginalang","Haha okay lang naman 🙂👍

Presave the song here
https://sugarcane.lnk.to/presavelaginalang",16,11/5/2024 1:14,N/A,https://www.facebook.com/reel/543779495025034/,1,0,Reels,,,,,Lifetime,35464,33845,1291,981,50,260,0,,,,175800.699,5.432,0,
1120942692726070.00,100044310645639.00,SUGARCANE,"Bakit lagi syang nakangiti pag tumatawag shopee 😭

Pre-save the song here
https://sugarcane.lnk.to/presavelaginalang","Bakit lagi syang nakangiti pag tumatawag shopee 😭

Pre-save the song here
https://sugarcane.lnk.to/presavelaginalang",18,11/4/2024 1:54,N/A,https://www.facebook.com/reel/8454296358014054/,1,0,Reels,,,,,Lifetime,124848,110283,3598,3356,34,208,0,,,,982125.652,9.341,0,
1120807579406250.00,100044310645639.00,SUGARCANE,"Palitan mo na battery mo 😤

Pre-save the song here: sugarcane.lnk.to/presavelaginalang","Palitan mo na battery mo 😤

Pre-save the song here: sugarcane.lnk.to/presavelaginalang",18,11/3/2024 20:35,N/A,https://www.facebook.com/reel/3398758747094976/,1,0,Reels,,,,,Lifetime,5848,5769,219,195,10,14,0,,,,26729.374,4.956,0,
1120268692793470.00,100044310645639.00,SUGARCANE,"Huling sulyap mo manlang beh pantanggal angas lang 😎

Pre-save here: sugarcane.lnk.to/presavelaginalang","Huling sulyap mo manlang beh pantanggal angas lang 😎

Pre-save here: sugarcane.lnk.to/presavelaginalang",20,11/3/2024 1:44,N/A,https://www.facebook.com/reel/539531415519994/,1,0,Reels,,,,,Lifetime,7668,7567,298,266,9,23,0,,,,41955.671,6.066,0,
1120180436135630.00,100044310645639.00,SUGARCANE,Big thanks to All-Out Sundays for having “Leonora” on the show! Loved seeing it performed by such amazing actors. Appreciate the love! ❤️‍🔥,Big thanks to @[100067402864836:2048:All-Out Sundays] for having “Leonora” on the show! Loved seeing it performed by such amazing actors. Appreciate the love! ❤️‍🔥,223,11/2/2024 23:27,N/A,https://www.facebook.com/thesugarcaneph/videos/1761520918011206/,0,0,Videos,,,,,Lifetime,22017,23128,865,803,28,34,1138,1137,,1,217140.67,10.749,0.08,
1120079952812340.00,100044310645639.00,SUGARCANE,"Babalikan ka raw niya pag na pre-save mo na new single namin 🤭

Presave now through the link in our bio!","Babalikan ka raw niya pag na pre-save mo na new single namin 🤭

Presave now through the link in our bio!",29,11/2/2024 19:50,mixed,https://www.facebook.com/reel/527288036965146/,1,0,Reels,,,,,Lifetime,6162,5828,368,332,17,19,0,,,,39333.693,6.988,0,
1119630226190650.00,100044310645639.00,SUGARCANE,"""Lagi Na Lang"" drops next Friday, November 8, at 12AM! 🎶

Presave now: 
https://sugarcane.lnk.to/presavelaginalang",,0,11/2/2024 4:37,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid032b3igRrrLw2S3inEHL9Yjz3WLf6EkY5V28Kof5SSMZbvqeN5pJBerPSTRhQYLJ5Vl,0,0,Photos,,,,,Lifetime,35175,20298,1409,1170,72,167,933,683,225,25,,,,
1118778112942530.00,100044310645639.00,SUGARCANE,"Coffee date tayo, g? ☕️

🗓 November 8, 2024
📍Dinalan Coffee
🎟 DM @wruangel_ on Instagram 

See you there, folks!!",,0,11/1/2024 0:29,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid043aXLyTqc6JYj9ueTGhSuk3Yvg7qYyBv7k3dgSPXrFFyC9BypBaDY1FrDi4yEXnnl,0,0,Photos,,,,,Lifetime,8393,4010,252,226,11,15,400,323,77,,,,,
1118269329660070.00,100044310645639.00,SUGARCANE,"Happy Birthday to our lead guitarist and brother, we are always grateful to have you! We labyu brodie! ❤️

(insert carl and rona)",,0,10/31/2024 7:21,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0qEHzWPqZhCUSX1g8qCWHc9EKV31nxS3aNP2PDSfsR4hh2LUueJKjiTDGaVvTkh1Ml,0,0,Photos,,,,,Lifetime,10018,6314,694,600,80,14,443,354,89,,,,,
1118189926334680.00,100044310645639.00,SUGARCANE,"Happy Halloween, folks!! 🎃👻

Sakto, sa November 8 magkakaroon ka na ng soundtrip para sa mga “lagi na lang” mo sa buhay 💥

Pre-save mo na puhleaze
sugarcane.lnk.to/presavelaginalang",,0,10/31/2024 5:09,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0esJxw7XnscGd1Uxezj4D8XFUTzCqECbJnKVmpsqqtQNuWSUAkyuxwY9vsFy2xFSql,0,0,Photos,,,,,Lifetime,30278,15024,1406,1259,53,94,975,652,292,31,,,,
1114703890016620.00,100044310645639.00,SUGARCANE,"Hinding hindi na namin kayo papakawalan kapag pumunta kayo sa Maskipaps: The Crossover!! See you there, folks 🪢 

Get your tickets at https://maskipaps.helixpay.ph/ 🎧",,0,10/26/2024 6:03,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02CWFxpLb5LnzX7c5TSef1s1g1L56hJXMTuWwPUgEzUjFDWUoZjqJpXGfPbVCoBcvgl,0,1,Photos,,,,,Lifetime,11147,7207,403,364,20,19,638,460,138,40,,,,
1112304343589910.00,100044310645639.00,SUGARCANE,"Next stop of #WePlayHereSchoolTour : Ateneo De Manila University 💙✨

🗓 November 9, 2024
📍Ateneo JHS Covered Courts, Ateneo De Manila University
🎟 Scan QR code on poster

See you there, folks!!

Warner Music Philippines
We Play Here",,0,10/22/2024 21:09,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid04KXKEZew9aUNoMufs5xgPgVjARKm7PeJn2FoRNUvRcoGRiqMvpxpsbRwunMk3DyGl,0,0,Photos,,,,,Lifetime,19468,11846,425,380,16,29,516,304,212,,,,,
1111604030326600.00,100044310645639.00,SUGARCANE,at least hindi ako useless,at least hindi ako useless,18,10/21/2024 21:00,uploaded,https://www.facebook.com/thesugarcaneph/videos/540402961919036/,0,0,Videos,,,,,Lifetime,3764,3036,210,184,7,19,160,160,,,20779.675,6.679,0.04,
1111173783702960.00,100044310645639.00,SUGARCANE,Hala siya si delulu nanaman…,Hala siya si delulu nanaman…,11,10/21/2024 5:56,N/A,https://www.facebook.com/reel/861468582804314/,0,0,Reels,,,,,Lifetime,69165,59889,1266,1061,25,180,0,,,,374236.402,6.723,0,
1111059203714420.00,100044310645639.00,SUGARCANE,"Napanood mo na ba ang ""Pagbigyan"" sa Wish 107.5? 🪢

Watch full video here: https://www.youtube.com/watch?v=UpAVv4xRVeI","Napanood mo na ba ang ""Pagbigyan"" sa @[100068759755012:2048:Wish 107.5]? 🪢

Watch full video here: https://www.youtube.com/watch?v=UpAVv4xRVeI",83,10/21/2024 2:19,N/A,https://www.facebook.com/thesugarcaneph/videos/554981986934942/,0,0,Videos,,,,,Lifetime,4862,5361,339,319,6,14,218,209,,9,46185.42,10.229,0.05,
1110964507057220.00,100044310645639.00,SUGARCANE,"Ah panis takot ka raw masaktan, payag ka nun? Pakitaan mo nga kung gaano ka parin katapang kahit mag-isa ka nalang lumalaban! 

Eme see you sa October 26, sa Jess & Pat's! 👻",,0,10/20/2024 22:51,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0cPvBK1ZhvcweJtF3BC7t2URUiVCJwZ5k53ZQGXvtfiLXRJGMeJWRUMVou3iLcofYl,0,1,Photos,,,,,Lifetime,9053,6359,166,156,6,4,258,202,56,,,,,
1110346770452330.00,100044310645639.00,SUGARCANE,Hirap naman ng ganito 😮‍💨,Hirap naman ng ganito 😮‍💨,18,10/20/2024 2:09,N/A,https://www.facebook.com/reel/2358209871203749/,1,0,Reels,,,,,Lifetime,176397,173480,12204,8809,921,2474,0,,,,714892.225,4.385,0,
1110196997133970.00,100044310645639.00,SUGARCANE,Magrereply pa kaya to guys?,Magrereply pa kaya to guys?,18,10/19/2024 21:04,N/A,https://www.facebook.com/reel/1373375266956646/,0,0,Reels,,,,,Lifetime,3927,3461,212,192,9,11,0,,,,23194.581,6.758,0,
1109795350507470.00,100044310645639.00,SUGARCANE,Huling sulyap mo manlang sanaaaaaa,Huling sulyap mo manlang sanaaaaaa,20,10/19/2024 7:34,N/A,https://www.facebook.com/reel/591961626488544/,0,0,Reels,,,,,Lifetime,10892,10607,509,435,27,47,0,,,,52720.081,5.343,0,
1109004150586590.00,100044310645639.00,SUGARCANE,"Feel mo babalik pa siya? ito, ginawan ka namin ng kanta 😝","Feel mo babalik pa siya? ito, ginawan ka namin ng kanta 😝",51,10/18/2024 5:39,uploaded,https://www.facebook.com/thesugarcaneph/videos/1059443655416233/,0,0,Videos,,,,,Lifetime,8527,8367,604,500,42,62,551,549,,2,64530.47,8.474,0.08,
1108939830593020.00,100044310645639.00,SUGARCANE,👀,We recently wrote a song para sa mga bilanggo ng nakaraan. Anong tingin nyo? Release na ba namin? 👀,65,10/18/2024 3:41,N/A,https://www.facebook.com/thesugarcaneph/videos/1057424222374814/,0,0,Videos,,,,,Lifetime,10544,10711,655,548,31,76,421,418,,3,77652.725,8.131,0.06,
1103704027783270.00,100044310645639.00,SUGARCANE,"IVOS was really an inspiration for us as a band, especially when we were starting palang. Kaya we wanted to congratulate them for “Come Inside of My Heart”,  surpassing 200M streams on Spotify!! ❤️‍🔥","IVOS was really an inspiration for us as a band, especially when we were starting palang. Kaya we wanted to congratulate them for “Come Inside of My Heart”,  surpassing 200M streams on Spotify!! ❤️‍🔥

@[100064878091978:2048:Warner Music Philippines]",68,10/11/2024 5:54,mixed,https://www.facebook.com/thesugarcaneph/videos/8438030399647884/,0,0,Videos,,,,,Lifetime,12787,13430,745,665,19,61,765,761,,4,94386.866,8.007,0.07,
1102925937861080.00,100044310645639.00,SUGARCANE,We’ll be live tomorrow on Nestlé’s TikTok account at 3:30PM. See you all there! ☕️,We’ll be live tomorrow on Nestlé’s TikTok account at 3:30PM. See you all there! ☕️,18,10/10/2024 6:11,N/A,https://www.facebook.com/thesugarcaneph/videos/495766376619655/,0,0,Videos,,,,,Lifetime,2673,2796,128,117,2,9,33,33,,,7051.413,2.977,0,1
1100650138088660.00,100044310645639.00,SUGARCANE,"Salamat sa lahat ng pumunta at nakisaya sa Circus Music Festival!! Sana nag enjoy kayo sa ating zumba session eme 🤣 

📹: Noel Macadangdang & Ivan Aguillon of ACNM Media","Salamat sa lahat ng pumunta at nakisaya sa @[100086305240138:2048:Circus Music Festival]!! Sana nag enjoy kayo sa ating zumba session eme 🤣 

📹: @[1848451282:2048:Noel Macadangdang] & @[1795655190:2048:Ivan Aguillon] of @[100080065946395:2048:ACNM Media]",98,10/7/2024 3:01,N/A,https://www.facebook.com/thesugarcaneph/videos/560327703006057/,1,0,Videos,,,,,Lifetime,4753,4097,360,323,13,24,160,160,,,35140.695,8.266,0.01,
1097880448365630.00,100044310645639.00,SUGARCANE,"Live performance of ""Pagbigyan"" on Wish 107.5 Bus","PAGBIGYAN ANG DINARAMDAM!

Live performance of ""Pagbigyan"" on Wish 107.5 Bus 🪢

Watch full video here: https://youtu.be/UpAVv4xRVeI?si=HkeGzuhZwO6bW097",46,10/3/2024 6:14,N/A,https://www.facebook.com/thesugarcaneph/videos/903316918362040/,0,0,Videos,,,,,Lifetime,10436,8022,999,879,27,93,605,581,,24,79807.312,8.811,0.05,
1097699331717070.00,100044310645639.00,SUGARCANE,“Pagbigyan” on Wish 107.5 premieres later at 9PM 🪢,,0,10/3/2024 0:48,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02y5hVLJBbZSdjJdNREhGrNkuW2HpZyYCAXnWaXAbhAnngj2fFZV5VLbf1oYMBzKp3l,0,1,Photos,,,,,Lifetime,9667,6893,260,246,5,9,199,136,63,,,,,
1097082075112130.00,100044310645639.00,SUGARCANE,Wishing the happiest of birthdays to our drummer & one-and-only wordsmith! 🥁📝,,0,10/2/2024 5:10,N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02S2pktJbzkMUEJ6dvYSRB2M9LF2Aat6LQQHXL92JeDtwQ98v4L57AhWbdZNMmDJ7ql,0,0,Photos,,,,,Lifetime,18325,12623,810,692,96,22,596,508,88,,,,,
