"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Reach from Organic posts","Reach from Boosted posts","3-second video views","1-minute video views","3-Second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)"
980197593467253,100044310645639,SUGARCANE,"Tag mo nga yung pinakamagandang dalaga sa buhay mo 🥰  STREAM HERE: sugarcane.lnk.to/mariaclara","Tag mo nga yung pinakamagandang dalaga sa buhay mo 🥰

STREAM HERE:
sugarcane.lnk.to/mariaclara",106,"04/02/2024 04:32",auto,https://www.facebook.com/thesugarcaneph/videos/353521154356580/,0,0,Videos,,,,,Lifetime,11581,995,845,61,89,577,572,,5,11581,0,4582,465,3961,403,0,4582,,96808.007,9.421,0.01
1032668734886805,100044310645639,SUGARCANE,"See you sa saturday, folks!! 🤗",,0,"06/27/2024 07:59",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0KRxB5wVCwVRouMYF4Nxk1FpXgwc2mqnuBtrpSFu9QryADNJdASCGUfYRRggbtwwGl,0,1,Photos,,,,,Lifetime,5838,131,129,1,1,137,93,44,,5838,0,0,0,0,0,0,0,,,,
1032249724928706,100044310645639,SUGARCANE,"Kita kits mamaya!! 🤗",,0,"06/26/2024 17:32",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0EFxAXDEJi7Rw8TCHuQn3R7KTasGiibRora1S2vY4WydmVF2W7g1kbyttck4ayjpAl,0,1,Photos,,,,,Lifetime,6365,237,228,5,4,210,144,56,10,6365,0,0,0,0,0,0,0,,,,
1029183971901948,100044310645639,SUGARCANE,"Free admission later!! See you all 🫶🏻",,0,"06/22/2024 00:48",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02dQoEakurfoPQ4F64ya9hcY3DsfxiUqMwGgZLMqn633QLTVYqpjpcpeGxnixkGPNul,0,1,Photos,,,,,Lifetime,3873,111,108,0,3,337,87,250,,3873,0,0,0,0,0,0,0,,,,
1027851018701910,100044310645639,SUGARCANE,"Happy birthday sa unica hija at sa pinakamaganda sa SUGARCANE, Ronamae Tiñola!! 🥳",,0,"06/20/2024 04:00",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02AsUuPPZb94zesKLnAwX9jeoJQetuEPrqZjJBGNzhRru9BNLMghdLGLAtG684oDVnl,0,0,Photos,,,,,Lifetime,21135,2850,2394,370,86,2435,2219,214,2,21135,0,0,0,0,0,0,0,,,,
1027215205432158,100044310645639,SUGARCANE,"Hi Folks! Kita-kita tayo sa June 22! 🤗",,0,"06/19/2024 04:04",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0BgYzqxkchch25RzusFRen5RS2MLep7rAJiYGv26mbF8w6gSJkqSQFxguDYCFjrmul,0,0,Photos,,,,,Lifetime,10408,608,576,10,22,1239,392,847,,10408,0,0,0,0,0,0,0,,,,
1026089322211413,100044310645639,SUGARCANE,"Thank you so much, Eastwood City! 🇵🇭

Independence day celebration with Sugarfolks at Eastwood. Namiss namin Sinehan busking tour dahil dito 😮‍💨

📷: Renzo Panganiban",,0,"06/17/2024 04:30",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02S2QSCTfnf8aiBnXUEwLecZ7YQ47M65CHeepr9VAmVjJ3YrD3JubSyC4npATDhdnJl,0,0,Photos,,,,,Lifetime,8355,664,609,12,43,837,290,547,,8355,0,0,0,0,0,0,0,,,,
1024265109060501,100044310645639,SUGARCANE,"Congrats on the successful promposal! 🥹

📷: Richraven Solis and Psalm Silao",,0,"06/14/2024 03:30",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid07XxnXV57W7wACfGaMtDa1xC6265VwDRBe1JZQARRsV33BoNhaXFP7pZziagFSTakl,0,0,Photos,,,,,Lifetime,54655,3197,2963,138,96,14115,5112,9003,,54655,0,0,0,0,0,0,0,,,,
1022504959236516,100044310645639,SUGARCANE,"📆𝗝𝘂𝗻𝗲 𝟭𝟱, 𝟮𝟬𝟮𝟰
📍 𝟭𝟮𝟯𝗕𝗹𝗼𝗰𝗸, 𝗠𝗮𝗻𝗱𝗮𝗹𝘂𝘆𝗼𝗻𝗴 𝗖𝗶𝘁𝘆.
— 𝗦𝗘𝗖𝗨𝗥𝗘 𝗬𝗢𝗨𝗥 𝗧𝗜𝗖𝗞𝗘𝗧𝗦 𝗡𝗢𝗪 ⬇️⬇️⬇️
🔗: https://tinyurl.com/PSBading-PREREG
🔗: https://tinyurl.com/PSBading-PREREG
🔗: https://tinyurl.com/PSBading-PREREG

A fundraising gig for the benefit of 𝙏𝙝𝙚 𝙃𝙤𝙢𝙚 𝙤𝙛 𝙩𝙝𝙚 𝙂𝙤𝙡𝙙𝙚𝙣 𝙂𝙖𝙮𝙨! 🌈
We will be sharing the stage with: 

Over October 
The Ridleys 
Earl Generao 
Kio Priest 
Dom Guyot 
Stef Aranas 
sid lily 
Huni 
Riz",,0,"06/11/2024 03:30",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0y18XZyU7dLXCKkVoRqSD2FqKpiWMLzVY2TrrDmqVyi8CL1W7ePHDSbXPuPFG5ZGVl,0,0,Photos,,,,,Lifetime,11028,380,345,11,24,261,150,102,9,11028,0,0,0,0,0,0,0,1,,,
1021926945960984,100044310645639,SUGARCANE,"FREE ADMISSION + MERCH GIVEAWAY + MERCH SALE‼️

All this happening only at Eastwood City on June 12! See you 👋🏼

𝐌𝐞𝐜𝐡𝐚𝐧𝐢𝐜𝐬 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐦𝐞𝐫𝐜𝐡 𝐠𝐢𝐯𝐞𝐚𝐰𝐚𝐲:

1. Upload a live performance video of Sugarcane’s “Maria Clara” on Tiktok with the hashtag #AkingMariaClara 
2. First ten (10) fans to show us the video at our Eastwood gig will receive a Sugarcane merch",,0,"06/10/2024 03:25",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02gpU7Tayw26h37bpCeT8xT1p6yshQfkSpeTFgtw1QJu9ho97s2SsMVtTfKM9Gpwb9l,0,0,Photos,,,,,Lifetime,15027,776,691,39,46,1309,779,530,,15027,0,0,0,0,0,0,0,,,,
1021405902679755,100044310645639,SUGARCANE,"Hi Folks! Come celebrate Independence Day with us at Eastwood City 🇵🇭

📍Fuente Circle, Eastwood City
🗓️ June 12, 2024
⌚️ 6:00pm

See you! 👋

#PINTIGatEastwoodCity
#WeAreEastwoodCity",,0,"06/09/2024 05:49",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02SLCubVh3z4V3EyuGxvoxPLj7SJCZyhrB5huG1TfrG1ZvBUAKjNSfoxG41LUNojYzl,0,1,Photos,,,,,Lifetime,10506,365,329,20,16,870,362,508,,10506,0,0,0,0,0,0,0,,,,
1020209109466101,100044310645639,SUGARCANE,"See you, folks!!! 🫶🏻

Scan the QR code or register through this link: https://bit.ly/muepparty",,0,"06/07/2024 05:52",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02x6vj7sogS3NE6CCDW7r5RXwUXcc9vWHE4GUxtsry5qYPG8f46k9LsjMTe8N5SC2tl,0,1,Photos,,,,,Lifetime,8869,224,203,15,6,319,195,91,33,8869,0,0,0,0,0,0,0,,,,
1019569819530030,100044310645639,SUGARCANE,"Congratulations to our lead vocalist, songwriter, arranger, and auditor, Cedric Angeles, in his remarkable achievement of graduating with a degree in Accountancy!

You’ve shown incredible talent and commitment in every aspect of your life, and we couldn’t be prouder of you. Here’s to the many milestones you’ve already achieved and to the exciting future ahead! Good luck sa boards, one take cutie 🤞🏼

Cedric James A. Angeles
Bachelor of Science in Accounting Information Systems
University of Santo Tomas
Class of 2024

📸: Mary Khristine",,0,"06/06/2024 04:43",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0V9hF87RqBYeVGURnKruKYxKf7nYVN1ywgz2ccLsSENaLMB8KmGvZNfmceaWmVaV4l,0,0,Photos,,,,,Lifetime,37568,4006,3643,198,165,3302,2583,719,,37568,0,0,0,0,0,0,0,,,,
1017830489703963,100044310645639,SUGARCANE,"Intimate gig with The Ridleys & Martti Franca, this Saturday, 6PM, at J&P! ✨

Message Jess & Pat's to reserve your tickets 🎟️ See you there!",,0,"06/03/2024 05:17",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid027aUPRgtfahkeJuJeY4E44Z4Nq9HJ9cZngrMpahaSKe2bPohaueGTx746u4ZpGoUhl,0,1,Photos,,,,,Lifetime,12085,417,398,8,11,553,432,121,,12085,0,0,0,0,0,0,0,,,,
1017261773094168,100044310645639,SUGARCANE,"See you? See you!! 👀

Buy your tickets here: https://bit.ly/cmf-5",,0,"06/02/2024 05:42",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02Hk6gd8LygwBARQ8EJRTkTBjKuJx99KoBm1EoKujxCc8569VCrRkGzXWUUmPAp663l,0,1,Photos,,,,,Lifetime,9832,348,310,20,18,664,410,185,69,9832,0,0,0,0,0,0,0,,,,
1016523136501365,100044310645639,SUGARCANE,"Full episode is out now on Spotify & Youtube 💖

Watch here: youtu.be/zIAaefVrp_0?si=UqWUdEXwjeW3p9tP",,0,"05/31/2024 23:38",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02SLeDh553rhf1sYjM1NY7R659oi7sUwcPF4w3cnEVb7JRuDB3KvK1Gmf6DPh3rzdql,0,1,Videos,,,,,Lifetime,1951,101,98,3,0,24,22,,2,1951,0,345,14,330,14,0,345,,,,
1016036659883346,100044310645639,SUGARCANE,"bagong song para sa lahat ng naggagandahang kababaihan 😗

Stream here: sugarcane.lnk.to/akingmariaclara","bagong song para sa lahat ng naggagandahang kababaihan 😗

Stream here: sugarcane.lnk.to/akingmariaclara",55,"05/31/2024 03:45",uploaded,https://www.facebook.com/thesugarcaneph/videos/1955544508232813/,0,0,Videos,,,,,Lifetime,4487,316,273,22,21,151,150,,1,4487,0,1730,0,1575,0,0,1730,,27626.509,7.302,0
1015480593272286,100044310645639,SUGARCANE,"Thank you Wish 107.5 & Jikamarie!! ✨",,0,"05/30/2024 05:13",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02emksnXE1imv3oW7WpELPQYb41MHRQVB2HSHfJU1oa8s5gATVFFedRt5V2pmCmvJjl,0,1,Photos,,,,,Lifetime,7269,384,364,8,12,594,276,318,,7269,0,0,0,0,0,0,0,,,,
1015254659961546,100044310645639,SUGARCANE,"See you later sa Capital Town Pampanga, kasama namin si Jikamarie! 🫶🏻✨",,0,"05/29/2024 19:53",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02YEucGhgw3ixYVXJ2CpgTLUc5U5zrnTc7nFvhAwNGjQ1fCrSQ6Had5mCgdjer9ndtl,0,1,Photos,,,,,Lifetime,6298,254,242,6,6,318,232,86,,6298,0,0,0,0,0,0,0,,,,
1014877779999234,100044310645639,SUGARCANE,"Thank you, Billboard PH! 🤩

Watch full episode here: youtu.be/zIAaefVrp_0?si=UqWUdEXwjeW3p9tP

#BillboardPH
#BillboardPhilippines
#SugarcaneforBillboardPH",,0,"05/29/2024 04:22",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0KmpzkprBuTWTXGvWWR3T2aBzfmmtCRktgq6kQSF7NivqWGgfqsbAnc3r8sSYzVm7l,0,1,Videos,,,,,Lifetime,2301,132,128,4,0,98,95,,3,2301,0,678,0,636,0,0,678,,,,
1014748523345493,100044310645639,SUGARCANE,"Hi Folks! Join us on May 31, at saGuijo Cafe + Bar Events! Gate opens at 7PM. 🤩

Mint Magic
Autotelic
ALYSON
Marco Salvacruz
Sam Akins

🎟️: Sign-up and get your tickets here:
https://forms.gle/X2L72EPFdYt5ZiJV6",,0,"05/28/2024 23:20",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02sQZGQRVm5eSjym4iUR9XUqD64cgD4AhAdB9D3iiSi9qgjEq1DkRz8tUAs4Y9KGRml,0,0,Photos,,,,,Lifetime,6470,427,377,35,15,476,285,188,3,6470,0,0,0,0,0,0,0,,,,
1014278830059129,100044310645639,SUGARCANE,"“ah basta... ikaw lamang ang hiling na makasama” 🫵🥺

stream here: sugarcane.lnk.to/akingmariaclara","“ah basta... ikaw lamang ang hiling na makasama” 🫵🥺

stream here: sugarcane.lnk.to/akingmariaclara",59,"05/28/2024 04:00",mixed,https://www.facebook.com/thesugarcaneph/videos/971696487616963/,1,0,Videos,,,,,Lifetime,7679,508,455,11,42,316,313,,3,7679,0,2571,0,2316,0,0,2571,,51311.692,7.659,0
1014132746740404,100044310645639,SUGARCANE,"Thank you Billboard PH! ⚪️⚫️

Look out for this week's episode of Volumes, coming this Wednesday on YouTube and Spotify. 

#BillboardPH
#BillboardPhilippines
#SugarcaneforBillboardPH",,0,"05/27/2024 21:45",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0mWBenHJU5Fko22fUun3Zr2njsz9Wmi4SBs5S4b4cYWm8SbSUA2rjKmdFyfRZwjgSl,0,1,Videos,,,,,Lifetime,1830,104,100,4,0,27,27,,,1830,0,286,0,278,0,0,286,,,,
