video_id,url,title,publish_time,publish_year,publish_month,publish_day,duration,dur_hours,dur_minutes,dur_seconds,duration_sec,likes,shares,comments_added,views,saves,sound_used,post_type
tkvid_206,https:::www.tiktok.com:@thesugarcaneph:video:7233989235773066501?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Oo - UDD | Garden Sessions,2023-05-17 00:00:00+00:00,2023,5,17,0:01:54,0,1,54,114.0,813,6,24,15400,43,Original Sound,video
tkvid_204,https:::www.tiktok.com:@thesugarcaneph:video:7233629317572381957?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,#duet with @Telly,2023-05-16 00:00:00+00:00,2023,5,16,0:00:25,0,0,25,25.0,10100,44,44,85200,550,Leonora,video
tkvid_205,https:::www.tiktok.com:@thesugarcaneph:video:7233723183524875526?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,#LeonoraPamaypayChallenge - SUGARCANE Edition (Flutist),2023-05-16 00:00:00+00:00,2023,5,16,0:00:24,0,0,24,24.0,6820,39,84,96100,436,Leonora,video
tkvid_203,https:::www.tiktok.com:@thesugarcaneph:video:7232986431969430789?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Mahal parin kita (Winners - Singing Challenge),2023-05-14 00:00:00+00:00,2023,5,14,00:04/10,0,0,0,,2380,68,36,45500,255,Original Sound,video
tkvid_202,https:::www.tiktok.com:@thesugarcaneph:video:7232597831507397894?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora Challenge - SUGARCANE edition,2023-05-13 00:00:00+00:00,2023,5,13,0:01:39,0,1,39,99.0,305600,4914,1217,3400000,26300,Original Sound,video
tkvid_201,https:::www.tiktok.com:@thesugarcaneph:video:7232105572001221893?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,mahal mo parin?,2023-05-12 00:00:00+00:00,2023,5,12,0:01:44,0,1,44,104.0,1130,8,74,24400,69,Original Sound,video
tkvid_200,https:::www.tiktok.com:@thesugarcaneph:video:7231803460436512005?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Relate ka ba? Share mo naman sa comment section yan!,2023-05-11 00:00:00+00:00,2023,5,11,0:00:28,0,0,28,28.0,37300,1261,358,248800,3108,Leonora,video
tkvid_199,https:::www.tiktok.com:@thesugarcaneph:video:7231395353122147589?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Timelapse of the creation of “Paalam, Leonora”’s single art by Felix Gasmen  IG: @artsbyfelix",2023-05-10 00:00:00+00:00,2023,5,10,0:00:30,0,0,30,30.0,34700,462,52,218800,3197,"Paalam, Leonora",video
tkvid_198,https:::www.tiktok.com:@thesugarcaneph:video:7231072755456724230?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Mahal parin kita challenge - SUGARCANE edition,2023-05-09 00:00:00+00:00,2023,5,9,0:02:45,0,2,45,165.0,89400,2524,984,1400000,11700,Original Sound,video
tkvid_197,https:::www.tiktok.com:@thesugarcaneph:video:7230738245271784709?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kung Maging Akin Ka,2023-05-08 00:00:00+00:00,2023,5,8,0:00:27,0,0,27,27.0,1032,42,36,23000,123,Kung Maging Akin Ka,video
tkvid_196,https:::www.tiktok.com:@thesugarcaneph:video:7230391164971519237?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Nakapanood na ba lahat ng Music Video ng “Leonora”?,2023-05-07 00:00:00+00:00,2023,5,7,0:00:15,0,0,15,15.0,1625,14,17,27700,107,Leonora,video
tkvid_195,https:::www.tiktok.com:@thesugarcaneph:video:7229906229093518598?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Nakastream na ba lahat?,2023-05-06 00:00:00+00:00,2023,5,6,0:00:28,0,0,28,28.0,2316,39,36,28300,161,"Paalam, Leonora",video
tkvid_194,https:::www.tiktok.com:@thesugarcaneph:video:7229642816748653829?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Serenading kween,2023-05-05 00:00:00+00:00,2023,5,5,0:00:16,0,0,16,16.0,30300,1019,176,166900,1842,Leonora,video
tkvid_193,https:::www.tiktok.com:@thesugarcaneph:video:7229259894484995334?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,idol niyo pagod na,2023-05-04 00:00:00+00:00,2023,5,4,0:00:21,0,0,21,21.0,58500,1695,579,280900,2920,Original Sound,video
tkvid_192,https:::www.tiktok.com:@thesugarcaneph:video:7229181302568701190?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,,2023-05-04 00:00:00+00:00,2023,5,4,0:00:31,0,0,31,31.0,1505,61,20,22000,154,Leonora,video
tkvid_191,https:::www.tiktok.com:@thesugarcaneph:video:7228894868385369349?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Stream ""Leonora"" on spotify  Edit by: @hxste",2023-05-03 00:00:00+00:00,2023,5,3,0:00:33,0,0,33,33.0,2037,101,45,24500,216,Leonora,video
tkvid_190,https:::www.tiktok.com:@thesugarcaneph:video:7228532221613853957?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Stream “Paalam, Leonora” on Spotify",2023-05-02 00:00:00+00:00,2023,5,2,0:00:53,0,0,53,53.0,2539,47,76,60800,190,"Paalam, Leonora",video
tkvid_189,https:::www.tiktok.com:@thesugarcaneph:video:7228472495098055942?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Gunita — A song dedicated for the memories that we once shared with people that mattered to us most sometime in our lives, but can now only be relived through reminiscing.",2023-05-02 00:00:00+00:00,2023,5,2,0:02:10,0,2,10,130.0,1328,31,122,28400,133,Gunita,video
tkvid_188,https:::www.tiktok.com:@thesugarcaneph:video:7227810762046196997?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Ito na finally,2023-04-30 00:00:00+00:00,2023,4,30,0:00:14,0,0,14,14.0,50200,745,326,507800,6447,Leonora,video
tkvid_187,https:::www.tiktok.com:@thesugarcaneph:video:7227725272408165638?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,The acoustic rendition of “Leonora”. Stream now on Spotify!,2023-04-30 00:00:00+00:00,2023,4,30,0:00:39,0,0,39,39.0,2534,87,75,47100,216,"Paalam, Leonora",video
tkvid_185,https:::www.tiktok.com:@thesugarcaneph:video:7227408149983153413?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kung Maging Akin Ka | Garden Sessions,2023-04-29 00:00:00+00:00,2023,4,29,0:01:27,0,1,27,87.0,9309,372,204,76200,741,Original Sound,video
tkvid_186,https:::www.tiktok.com:@thesugarcaneph:photo:7227421730921303301?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Leonora"" hits 1M streams, a month from its release!!",2023-04-29 00:00:00+00:00,2023,4,29,0:00:00,0,0,0,0.0,4059,12,177,31200,162,Leonora,photo
tkvid_184,https:::www.tiktok.com:@thesugarcaneph:video:7227308507010223366?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"“𝑷𝒂𝒂𝒍𝒂𝒎, 𝑳𝒆𝒐𝒏𝒐𝒓𝒂” – 𝑶𝒖𝒕 𝒐𝒏 𝑺𝒑𝒐𝒕𝒊𝒇𝒚  𝑹𝒆𝒂𝒅𝒚 𝒌𝒂 𝒏𝒂 𝒃𝒂 𝒎𝒂𝒔𝒂𝒌𝒕𝒂𝒏?",2023-04-29 00:00:00+00:00,2023,4,29,0:00:30,0,0,30,30.0,23000,297,176,138300,1649,"Paalam, Leonora",video
tkvid_182,https:::www.tiktok.com:@thesugarcaneph:video:7226935054541262086?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"𝐏𝐚𝐚𝐥𝐚𝐦, 𝐋𝐞𝐨𝐧𝐨𝐫𝐚 - OUT NOW ON SPOTIFY & YOUTUBE!",2023-04-28 00:00:00+00:00,2023,4,28,0:00:26,0,0,26,26.0,100600,1155,576,604600,8019,"Paalam, Leonora",video
tkvid_183,https:::www.tiktok.com:@thesugarcaneph:video:7227022381921864965?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"The right way to say goodbye. Paalam, Leonora — Stream on Spotify",2023-04-28 00:00:00+00:00,2023,4,28,0:01:20,0,1,20,80.0,9215,143,190,93500,753,"Paalam, Leonora",video
tkvid_181,https:::www.tiktok.com:@thesugarcaneph:video:7226294314027011333?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Otw na kami para hanapin ang dating tamis ng pagsasama,2023-04-26 00:00:00+00:00,2023,4,26,0:00:23,0,0,23,23.0,62200,657,358,285000,4463,Leonora,video
tkvid_180,https:::www.tiktok.com:@thesugarcaneph:video:7225909599566613765?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Colorized rare footage of Rizal performing magic,2023-04-25 00:00:00+00:00,2023,4,25,0:00:55,0,0,55,55.0,11400,68,252,75200,710,Leonora,video
tkvid_179,https:::www.tiktok.com:@thesugarcaneph:video:7225850424031546629?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora sa dagat,2023-04-25 00:00:00+00:00,2023,4,25,0:00:55,0,0,55,55.0,9294,71,187,64500,669,Original Sound,video
tkvid_178,https:::www.tiktok.com:@thesugarcaneph:video:7225549539397078277?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Leonora"", but vocals only",2023-04-24 00:00:00+00:00,2023,4,24,0:00:28,0,0,28,28.0,139900,2061,720,702600,16100,Leonora,video
tkvid_177,https:::www.tiktok.com:@thesugarcaneph:video:7225514316039081221?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Sa lungkot at ligaya, hirap at ginhawa, SUGARCANE makakasama mo",2023-04-24 00:00:00+00:00,2023,4,24,0:00:14,0,0,14,14.0,7770,62,109,49200,555,Leonora,video
tkvid_175,https:::www.tiktok.com:@thesugarcaneph:photo:7225074788065185029?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Meet the band in  the 19th Century,2023-04-23 00:00:00+00:00,2023,4,23,0:00:00,0,0,0,0.0,3992,40,134,68500,301,Leonora,photo
tkvid_176,https:::www.tiktok.com:@thesugarcaneph:video:7225171804090895622?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Abangan namin cover niyo ha,2023-04-23 00:00:00+00:00,2023,4,23,0:00:59,0,0,59,59.0,7132,63,172,68400,1192,Gunita,video
tkvid_173,https:::www.tiktok.com:@thesugarcaneph:video:7224715006225501446?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Rob Deniel - Ang Pag-ibig (Cover),2023-04-22 00:00:00+00:00,2023,4,22,0:01:22,0,1,22,82.0,8042,118,235,60700,543,Original Sound,video
tkvid_174,https:::www.tiktok.com:@thesugarcaneph:video:7224823568528461061?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Abangan namin cover niyo ha,2023-04-22 00:00:00+00:00,2023,4,22,0:01:04,0,1,4,64.0,11000,811,154,267300,1890,Original Sound,video
tkvid_172,https:::www.tiktok.com:@thesugarcaneph:video:7224395292299316485?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Naka-stream na ba lahat ng “Leonora”?,2023-04-21 00:00:00+00:00,2023,4,21,0:00:22,0,0,22,22.0,10000,74,259,64300,530,Original Sound,video
tkvid_171,https:::www.tiktok.com:@thesugarcaneph:video:7224086242395213062?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora - Official Guitar Chords. Watch the full video on Youtube,2023-04-20 00:00:00+00:00,2023,4,20,0:01:02,0,1,2,62.0,14100,175,198,244600,2880,Leonora,video
tkvid_170,https:::www.tiktok.com:@thesugarcaneph:video:7224026639615675654?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,We made it!  “Kung Maging Akin Ka” debuts at #94 on Spotify PH Viral Chart! All thanks to your support grabe  We love you so much!,2023-04-20 00:00:00+00:00,2023,4,20,0:00:55,0,0,55,55.0,2646,82,241,32000,119,Original Sound,video
tkvid_168,https:::www.tiktok.com:@thesugarcaneph:video:7223590922414525722?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Wait til end para sa pasabog,2023-04-19 00:00:00+00:00,2023,4,19,0:00:29,0,0,29,29.0,6726,75,269,46700,436,Leonora,video
tkvid_169,https:::www.tiktok.com:@thesugarcaneph:video:7223683711982636315?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Tamang games lang sa gedli,2023-04-19 00:00:00+00:00,2023,4,19,0:00:17,0,0,17,17.0,68800,808,591,413500,4700,Leonora,video
tkvid_167,https:::www.tiktok.com:@thesugarcaneph:video:7223337246445866245?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,akala nyo ibang content na no?? hindi!!! leonora pa rin yan!,2023-04-18 00:00:00+00:00,2023,4,18,0:00:20,0,0,20,20.0,57800,423,530,298700,3574,sunet original,video
tkvid_166,https:::www.tiktok.com:@thesugarcaneph:video:7223233313534692634?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Pakinggan nyo rin ""Leonora"" maganda to promise",2023-04-18 00:00:00+00:00,2023,4,18,0:00:27,0,0,27,27.0,70500,620,520,1700000,5356,Leonora,video
tkvid_165,https:::www.tiktok.com:@thesugarcaneph:video:7222987162038357274?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,POV: hinaharana ka namin,2023-04-17 00:00:00+00:00,2023,4,17,0:00:41,0,0,41,41.0,190800,2122,1118,1000000,13800,Leonora,video
tkvid_164,https:::www.tiktok.com:@thesugarcaneph:video:7222882010841255173?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,sorry credit grabber,2023-04-17 00:00:00+00:00,2023,4,17,0:00:15,0,0,15,15.0,4931,16,97,51200,177,Leonora,video
tkvid_163,https:::www.tiktok.com:@thesugarcaneph:video:7222589753294703898?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Akshwalee, pwede nyo na panoorin sa youtube ang MV ng ""Leonora""",2023-04-16 00:00:00+00:00,2023,4,16,0:01:32,0,1,32,92.0,4706,90,97,43200,356,Leonora,video
tkvid_162,https:::www.tiktok.com:@thesugarcaneph:video:7222486321762159878?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,A tribute to Jose Rizal & Leonor Rivera’s tragic tale,2023-04-16 00:00:00+00:00,2023,4,16,0:00:15,0,0,15,15.0,8268,172,127,63600,110,Original Sound,video
tkvid_160,https:::www.tiktok.com:@thesugarcaneph:video:7222168217861557509?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Naabot natin ang 100K streams sa ""Leonora"" in 2 weeks!  Grabe yung support niyo, sobrang salamat. Watch niyo na rin yung Official Music Video!  'Di pa 'to natatapos sa music video ng ""Leonora"" promise. NANGANGALAHATI PA LANG KAMI HEHEHE",2023-04-15 00:00:00+00:00,2023,4,15,0:00:15,0,0,15,15.0,1299,11,64,20700,54,Leonora,video
tkvid_161,https:::www.tiktok.com:@thesugarcaneph:video:7222248949602700550?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Heaviest part of the song  Stream “Leonora” by us!,2023-04-15 00:00:00+00:00,2023,4,15,0:00:43,0,0,43,43.0,39200,616,257,267300,4821,Original Sound,video
tkvid_159,https:::www.tiktok.com:@thesugarcaneph:video:7222101948357512454?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Naaalala niyo ba to?,2023-04-15 00:00:00+00:00,2023,4,15,0:00:56,0,0,56,56.0,6034,155,90,42200,408,Original Sound,video
tkvid_158,https:::www.tiktok.com:@thesugarcaneph:video:7221925384990756102?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,“Leonora (Official MV)” is out now on Youtube!,2023-04-14 00:00:00+00:00,2023,4,14,0:00:14,0,0,14,14.0,4047,40,36,41600,205,Original Sound,video
tkvid_157,https:::www.tiktok.com:@thesugarcaneph:video:7221788748596481306?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Napakinggan niyo na ba ang ""Leonora""?",2023-04-14 00:00:00+00:00,2023,4,14,0:00:23,0,0,23,23.0,18500,296,157,119500,1360,Leonora,video
tkvid_154,https:::www.tiktok.com:@thesugarcaneph:video:7221348643939437829?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Out now on all music platforms!,2023-04-13 00:00:00+00:00,2023,4,13,0:01:26,0,1,26,86.0,50400,1008,266,244200,6716,(Sound not available),video
tkvid_156,https:::www.tiktok.com:@thesugarcaneph:video:7221522143413112090?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Replying to @xczzzc ultimo kami kinakabahan na,2023-04-13 00:00:00+00:00,2023,4,13,0:00:09,0,0,9,9.0,6083,83,60,142000,213,Leonora,video
tkvid_155,https:::www.tiktok.com:@thesugarcaneph:video:7221430163467177242?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Leonora"" is out now on Youtube and Spotify",2023-04-13 00:00:00+00:00,2023,4,13,0:00:25,0,0,25,25.0,218100,14200,1473,1400000,16700,Leonora,video
tkvid_153,https:::www.tiktok.com:@thesugarcaneph:video:7221100671569792261?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"04-14-23 | 8PM - “Leonora (Official Music Video)”. THIS FRIDAY NA, STAY TUNED!",2023-04-12 00:00:00+00:00,2023,4,12,0:00:16,0,0,16,16.0,13500,458,88,189200,1131,Original Sound,video
tkvid_152,https:::www.tiktok.com:@thesugarcaneph:video:7220738721329483034?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,“Leonora” is out now on Youtube and Spotify  Stream now!,2023-04-11 00:00:00+00:00,2023,4,11,0:00:45,0,0,45,45.0,40600,615,149,324500,2028,Leonora,video
tkvid_151,https:::www.tiktok.com:@thesugarcaneph:video:7220638621357985030?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"We heard your comments, so here it is!",2023-04-11 00:00:00+00:00,2023,4,11,0:01:05,0,1,5,65.0,17000,581,268,87700,1607,(Sound not available),video
tkvid_150,https:::www.tiktok.com:@thesugarcaneph:video:7220350937594924293?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pano kaya kung may kanta si Jose Rizal para sa first love niya?,2023-04-10 00:00:00+00:00,2023,4,10,0:01:26,0,1,26,86.0,1200000,17000,6721,8500000,156900,Original Sound,video
tkvid_149,https:::www.tiktok.com:@thesugarcaneph:video:7219605187164556550?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Time to flex that special someone,2023-04-08 00:00:00+00:00,2023,4,8,0:00:52,0,0,52,52.0,23100,340,228,264900,8930,Original Sound,video
tkvid_148,https:::www.tiktok.com:@thesugarcaneph:video:7219161468615281947?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora - SUGARCANE,2023-04-07 00:00:00+00:00,2023,4,7,0:00:15,0,0,15,15.0,1100,335,50,221400,1218,Leonora,video
tkvid_147,https:::www.tiktok.com:@thesugarcaneph:video:7218501157121985818?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Jose Rizz-al,2023-04-05 00:00:00+00:00,2023,4,5,0:01:29,0,1,29,89.0,344,10,15,11800,22,Original Sound,video
tkvid_146,https:::www.tiktok.com:@thesugarcaneph:video:7217737023140924678?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Ever wondered what goes into creating the perfect single art cover?  Here's the behind-the-scenes of Felix Gasmen's creative process for Leonora's. IG: @artsbyfelix,2023-04-03 00:00:00+00:00,2023,4,3,0:00:30,0,0,30,30.0,3012,401,14,38300,224,Leonora,video
tkvid_145,https:::www.tiktok.com:@thesugarcaneph:video:7216613389764775173?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,What if songwriter si Rizal?,2023-03-31 00:00:00+00:00,2023,3,31,0:01:32,0,1,32,92.0,4917,48,34,45100,389,Original Sound,video
tkvid_144,https:::www.tiktok.com:@thesugarcaneph:video:7216418626155334917?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,A tribute to Rizal & Leonor’s tragic tale. Stream “Leonora” on Spotify,2023-03-31 00:00:00+00:00,2023,3,31,0:00:15,0,0,15,15.0,2479,67,16,26600,192,Leonora,video
tkvid_143,https:::www.tiktok.com:@thesugarcaneph:video:7215595322121145605?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,What if i-release na namin ‘to?,2023-03-28 00:00:00+00:00,2023,3,28,0:00:31,0,0,31,31.0,46100,366,135,271500,4145,Original Sound,video
tkvid_142,https:::www.tiktok.com:@thesugarcaneph:video:7212622397969599749?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Gunita (Acoustic),2023-03-20 00:00:00+00:00,2023,3,20,0:03:39,0,3,39,219.0,727,27,35,14500,47,Original Sound,video
tkvid_141,https:::www.tiktok.com:@thesugarcaneph:video:7210359819331489030?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,SUGARCANE - Kung Maging Akin Ka,2023-03-14 00:00:00+00:00,2023,3,14,0:02:22,0,2,22,142.0,1465,55,57,19500,89,Original Sound,video
tkvid_140,https:::www.tiktok.com:@thesugarcaneph:video:7209517668485909766?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Uhaw - Dilaw,2023-03-12 00:00:00+00:00,2023,3,12,0:01:27,0,1,27,87.0,4141,94,53,46200,369,Uhaw - Dilaw,video
tkvid_139,https:::www.tiktok.com:@thesugarcaneph:video:7208804061288713478?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,hayaan niyo sila magluto,2023-03-10 00:00:00+00:00,2023,3,10,0:00:16,0,0,16,16.0,579,36,75,9715,27,Original Sound,video
tkvid_138,https:::www.tiktok.com:@thesugarcaneph:video:7207261858372259099?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Uhaw by @Dilaw (snippet flute arrangement by our flutist @rona ),2023-03-06 00:00:00+00:00,2023,3,6,0:00:33,0,0,33,33.0,230,1,10,9536,14,Original Sound,video
tkvid_137,https:::www.tiktok.com:@thesugarcaneph:video:7206535542023015706?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,03 - 03 - 23 SaGuijo gig vlog!,2023-03-04 00:00:00+00:00,2023,3,4,0:00:49,0,0,49,49.0,130,1,1,4597,4,Paruparo,video
tkvid_136,https:::www.tiktok.com:@thesugarcaneph:video:7205435666233068826?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,studio prac day,2023-03-01 00:00:00+00:00,2023,3,1,0:00:50,0,0,50,50.0,434,9,48,7675,12,Kung Maging Akin Ka,video
tkvid_135,https:::www.tiktok.com:@thesugarcaneph:video:7202570154201353499?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Bawat Piyesa,2023-02-21 00:00:00+00:00,2023,2,21,0:01:52,0,1,52,112.0,747,9,20,12100,12,Original Sound,video
tkvid_134,https:::www.tiktok.com:@thesugarcaneph:video:7201398127419510043?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pasilyo by @SunKissed Lola,2023-02-18 00:00:00+00:00,2023,2,18,0:01:26,0,1,26,86.0,63000,727,347,729200,7337,Original Sound,video
tkvid_133,https:::www.tiktok.com:@thesugarcaneph:video:7198163763864833306?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Wala na makain kakagatekeep niyo, nasiraan tuloy ng bait",2023-02-09 00:00:00+00:00,2023,2,9,0:00:20,0,0,20,20.0,8647,262,141,62100,354,Paruparo,video
tkvid_132,https:::www.tiktok.com:@thesugarcaneph:video:7157273929889910043?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Dream Come True  ""Sa'yo"" by Munimuni | Jamming with @TONEEJAY Sobrang salamat po for letting us jam with you on this masterpiece!",2022-10-22 00:00:00+00:00,2022,10,22,0:01:53,0,1,53,113.0,372,18,10,12800,40,Original Sound,video
tkvid_131,https:::www.tiktok.com:@thesugarcaneph:video:7137208714662120730?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,SUGARCANE X JC Herrero - Paruparo (flute notes tutorial),2022-08-29 00:00:00+00:00,2022,8,29,0:01:50,0,1,50,110.0,146,5,4,9718,13,Paruparo,video
tkvid_130,https:::www.tiktok.com:@thesugarcaneph:video:7134661719795846427?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Nagbabalik kami para sa isang hamon!  Follow us and duet the video on the comment section. Take on the challenge and use the hashtag, #ParuparoBiritChallenge",2022-08-22 00:00:00+00:00,2022,8,22,0:00:43,0,0,43,43.0,373,23,9,10100,20,Original Sound,video
tkvid_129,https:::www.tiktok.com:@thesugarcaneph:video:7133153786142461211?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Take on the #ParuparoBiritChallenge by duetting the video. Tag your friends and don’t forget to use the hashtag.,2022-08-18 00:00:00+00:00,2022,8,18,0:00:57,0,0,57,57.0,381,12,17,16000,38,Original Sound,video
tkvid_128,https:::www.tiktok.com:@thesugarcaneph:video:7132435088217869594?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,SUGARCANE - “Paruparo” Stream link in bio,2022-08-16 00:00:00+00:00,2022,8,16,0:00:19,0,0,19,19.0,174,7,6,6775,12,Original Sound,video
tkvid_127,https:::www.tiktok.com:@thesugarcaneph:video:7130167667654151450?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Oo - Up Dharma Down | Cover by SUGARCANE,2022-08-10 00:00:00+00:00,2022,8,10,0:00:52,0,0,52,52.0,225,15,9,5579,18,Original Sound,video
tkvid_126,https:::www.tiktok.com:@thesugarcaneph:video:7125364004842736923?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kung Maging Akin Ka | SUGARCANE live at Mow’s,2022-07-28 00:00:00+00:00,2022,7,28,0:00:43,0,0,43,43.0,240,9,8,4712,8,Original Sound,video
tkvid_125,https:::www.tiktok.com:@thesugarcaneph:video:7124981028262923546?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Yakap sa Dilim - Performed by SUGARCANE at ASAP Natin 'To,2022-07-27 00:00:00+00:00,2022,7,27,0:03:22,0,3,22,202.0,141,2,9,3250,8,Original Sound,video
tkvid_124,https:::www.tiktok.com:@thesugarcaneph:video:7124596292650618138?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,SUGARCANE Name Origin - Live at ASAP Natin To Feat. Eric Santos,2022-07-26 00:00:00+00:00,2022,7,26,0:01:24,0,1,24,84.0,332,8,28,4854,15,Original Sound,video
tkvid_123,https:::www.tiktok.com:@thesugarcaneph:video:7124302058748005658?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Love Team with sir Jazz Nicolas of The Itchyworms,2022-07-25 00:00:00+00:00,2022,7,25,0:00:43,0,0,43,43.0,75,1,1,3053,8,Original Sound,video
tkvid_122,https:::www.tiktok.com:@thesugarcaneph:video:7120966969406262555?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,PARUPARO - SUGARCANE X JC HERRERO MV OUT NOW!,2022-07-16 00:00:00+00:00,2022,7,16,0:00:14,0,0,14,14.0,193,9,6,10500,15,Original Sound,video
tkvid_121,https:::www.tiktok.com:@thesugarcaneph:video:7119109875627592986?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"SUGARCANE’s first ever Music Video will be out on July 16, 8PM  Stream “Paruparo” here: sugarcane.lnk.to:paruparo",2022-07-11 00:00:00+00:00,2022,7,11,0:00:16,0,0,16,16.0,1003,41,13,50400,80,Original Sound,video
tkvid_120,https:::www.tiktok.com:@thesugarcaneph:video:7117672153796939035?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,PARUPARO OUT NOW!!!,2022-07-08 00:00:00+00:00,2022,7,8,0:00:08,0,0,8,8.0,288,17,20,8074,14,Paruparo,video
tkvid_119,https:::www.tiktok.com:@thesugarcaneph:video:7116102590005316891?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Gunita by SUGARCANE  Use the sound as bg music sa mga school life montages nyo,2022-07-03 00:00:00+00:00,2022,7,3,0:01:03,0,1,3,63.0,500,34,26,16000,62,Original Sound,video
